timestamp	stage_name	stage_steps	candidate	status	score	guard_all_ok	summary_path	report_path	metrics_path	log_path	checkpoint_path	bucket_scores_json	pod_effective_rank	pod_top1_energy_ratio	dmd_spectral_radius	forcing_top_abs_corr	math_self_tail	math_rollout_tail	python_code_self_tail	python_code_rollout_tail	mixed_self_tail	mixed_rollout_tail	dialogue_self_tail	dialogue_rollout_tail	emotion_self_tail	emotion_rollout_tail	persona_seed_self_tail	persona_seed_rollout_tail	arc_agi_self_tail	arc_agi_rollout_tail
1775092036	short_prescreen	14649	A2-progress_shape_v1-h3+progress_exit_readout+sigreg_none	failed:1		False	/home/kt/ai/luma-architecture/minimind/artifacts/autoresearch_sigreg8_15m80m_20260402/summaries/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__sigreg_none.json	/home/kt/ai/luma-architecture/minimind/artifacts/autoresearch_sigreg8_15m80m_20260402/reports/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__sigreg_none.json	/home/kt/ai/luma-architecture/minimind/artifacts/autoresearch_sigreg8_15m80m_20260402/metrics/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__sigreg_none.jsonl	/home/kt/ai/luma-architecture/minimind/artifacts/autoresearch_sigreg8_15m80m_20260402/logs/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__sigreg_none.log	/home/kt/ai/luma-architecture/minimind/artifacts/autoresearch_sigreg8_15m80m_20260402/checkpoints/short_prescreen__A2-progress_shape_v1-h3__progress_exit_readout__sigreg_none.pt	{}																		
