timestamp	stage_name	stage_steps	candidate	status	score	guard_all_ok	summary_path	report_path	metrics_path	log_path
1774791364	mid_rescreen	4096	A2-progress_shape_v1-h3+token_selective_ct_routing	failed:1		False	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_midpatch_20260329/summaries/mid_rescreen__A2-progress_shape_v1-h3__token_selective_ct_routing.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_midpatch_20260329/reports/mid_rescreen__A2-progress_shape_v1-h3__token_selective_ct_routing.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_midpatch_20260329/metrics/mid_rescreen__A2-progress_shape_v1-h3__token_selective_ct_routing.jsonl	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_midpatch_20260329/logs/mid_rescreen__A2-progress_shape_v1-h3__token_selective_ct_routing.log
1774792504	mid_rescreen	4096	A2-progress_shape_v1-h3+lowrank_hyperbias_ct	failed:1		False	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_midpatch_20260329/summaries/mid_rescreen__A2-progress_shape_v1-h3__lowrank_hyperbias_ct.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_midpatch_20260329/reports/mid_rescreen__A2-progress_shape_v1-h3__lowrank_hyperbias_ct.json	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_midpatch_20260329/metrics/mid_rescreen__A2-progress_shape_v1-h3__lowrank_hyperbias_ct.jsonl	/home/kt/ai/minimind/artifacts/autoresearch_dynamics_midpatch_20260329/logs/mid_rescreen__A2-progress_shape_v1-h3__lowrank_hyperbias_ct.log
